session_id,user_id,time_spent,event_time,event_date
2141,193,643,2025-04-10,2025-04-10
2142,196,208,2025-04-10,2025-04-10
2143,198,634,2025-04-10,2025-04-10
2144,198,352,2025-04-10,2025-04-10
2145,199,477,2025-04-10,2025-04-10
2146,199,825,2025-04-10,2025-04-10
2147,199,802,2025-04-10,2025-04-10
2148,199,530,2025-04-10,2025-04-10
2149,201,237,2025-04-10,2025-04-10
2150,207,30,2025-04-10,2025-04-10
2151,208,350,2025-04-10,2025-04-10
2152,208,352,2025-04-10,2025-04-10
2153,209,36,2025-04-10,2025-04-10
2154,211,390,2025-04-10,2025-04-10
2155,213,223,2025-04-10,2025-04-10
2156,218,253,2025-04-10,2025-04-10
2157,218,190,2025-04-10,2025-04-10
2158,218,238,2025-04-10,2025-04-10
2159,218,149,2025-04-10,2025-04-10
2160,219,199,2025-04-10,2025-04-10
2161,219,365,2025-04-10,2025-04-10
2162,221,286,2025-04-10,2025-04-10
2163,221,215,2025-04-10,2025-04-10
2164,225,91,2025-04-10,2025-04-10
2165,238,291,2025-04-10,2025-04-10
2166,239,329,2025-04-10,2025-04-10
2167,241,843,2025-04-10,2025-04-10
2168,241,1050,2025-04-10,2025-04-10
2169,241,487,2025-04-10,2025-04-10
2170,246,1050,2025-04-10,2025-04-10
2171,246,1181,2025-04-10,2025-04-10
2172,246,854,2025-04-10,2025-04-10
2173,248,1091,2025-04-10,2025-04-10
2174,248,1032,2025-04-10,2025-04-10
2175,249,1099,2025-04-10,2025-04-10
2176,253,777,2025-04-10,2025-04-10
2177,253,665,2025-04-10,2025-04-10
2178,257,625,2025-04-10,2025-04-10
2179,257,646,2025-04-10,2025-04-10
2180,257,1257,2025-04-10,2025-04-10
2181,257,816,2025-04-10,2025-04-10
2182,258,360,2025-04-10,2025-04-10
2183,258,356,2025-04-10,2025-04-10
2184,258,230,2025-04-10,2025-04-10
2185,262,655,2025-04-10,2025-04-10
2186,262,1184,2025-04-10,2025-04-10
2187,264,314,2025-04-10,2025-04-10
2188,264,229,2025-04-10,2025-04-10
2189,264,469,2025-04-10,2025-04-10
2190,266,314,2025-04-10,2025-04-10
2191,266,263,2025-04-10,2025-04-10
2192,266,380,2025-04-10,2025-04-10
2193,272,602,2025-04-10,2025-04-10
2194,272,479,2025-04-10,2025-04-10
2195,272,686,2025-04-10,2025-04-10
2196,276,346,2025-04-10,2025-04-10
2197,276,348,2025-04-10,2025-04-10
2198,279,355,2025-04-10,2025-04-10
2199,279,248,2025-04-10,2025-04-10
2200,281,446,2025-04-10,2025-04-10
2201,281,612,2025-04-10,2025-04-10
2202,281,544,2025-04-10,2025-04-10
2203,296,202,2025-04-10,2025-04-10
2204,296,365,2025-04-10,2025-04-10
2205,296,228,2025-04-10,2025-04-10
2206,296,290,2025-04-10,2025-04-10
2207,297,269,2025-04-10,2025-04-10
2208,297,434,2025-04-10,2025-04-10
2209,297,280,2025-04-10,2025-04-10
2210,297,447,2025-04-10,2025-04-10
2211,297,297,2025-04-10,2025-04-10
2212,297,370,2025-04-10,2025-04-10
2213,308,42,2025-04-10,2025-04-10
2214,308,133,2025-04-10,2025-04-10
2215,314,1328,2025-04-10,2025-04-10
2216,314,806,2025-04-10,2025-04-10
2217,314,931,2025-04-10,2025-04-10
2218,314,1131,2025-04-10,2025-04-10
2219,315,638,2025-04-10,2025-04-10
2220,321,120,2025-04-10,2025-04-10
2221,322,351,2025-04-10,2025-04-10
2222,322,426,2025-04-10,2025-04-10
2223,322,96,2025-04-10,2025-04-10
2224,322,175,2025-04-10,2025-04-10
2225,326,340,2025-04-10,2025-04-10
2226,326,154,2025-04-10,2025-04-10
2227,326,352,2025-04-10,2025-04-10
2228,327,32,2025-04-10,2025-04-10
2229,327,344,2025-04-10,2025-04-10
2230,327,299,2025-04-10,2025-04-10
2231,328,221,2025-04-10,2025-04-10
2232,328,320,2025-04-10,2025-04-10
2233,331,46,2025-04-10,2025-04-10
2234,331,251,2025-04-10,2025-04-10
2235,331,166,2025-04-10,2025-04-10
2236,332,299,2025-04-10,2025-04-10
2237,332,62,2025-04-10,2025-04-10
2238,332,319,2025-04-10,2025-04-10
2239,335,54,2025-04-10,2025-04-10
2240,335,111,2025-04-10,2025-04-10
2241,340,30,2025-04-10,2025-04-10
2242,340,147,2025-04-10,2025-04-10
2243,340,96,2025-04-10,2025-04-10
2244,350,223,2025-04-10,2025-04-10
2245,350,338,2025-04-10,2025-04-10
2246,353,168,2025-04-10,2025-04-10
2247,353,268,2025-04-10,2025-04-10
2248,355,30,2025-04-10,2025-04-10
2249,362,355,2025-04-10,2025-04-10
2250,362,206,2025-04-10,2025-04-10
2251,368,1031,2025-04-10,2025-04-10
2252,368,1116,2025-04-10,2025-04-10
2253,373,43,2025-04-10,2025-04-10
2254,375,212,2025-04-10,2025-04-10
2255,375,95,2025-04-10,2025-04-10
2256,375,30,2025-04-10,2025-04-10
2257,375,30,2025-04-10,2025-04-10
2258,385,318,2025-04-10,2025-04-10
2259,385,310,2025-04-10,2025-04-10
2260,389,290,2025-04-10,2025-04-10
2261,397,621,2025-04-10,2025-04-10
2262,397,587,2025-04-10,2025-04-10
2263,397,623,2025-04-10,2025-04-10
2264,398,138,2025-04-10,2025-04-10
2265,400,268,2025-04-10,2025-04-10
2266,400,326,2025-04-10,2025-04-10
2267,404,490,2025-04-10,2025-04-10
2268,404,333,2025-04-10,2025-04-10
2269,404,433,2025-04-10,2025-04-10
2270,404,455,2025-04-10,2025-04-10
2271,404,716,2025-04-10,2025-04-10
2272,404,626,2025-04-10,2025-04-10
2273,406,587,2025-04-10,2025-04-10
2274,406,719,2025-04-10,2025-04-10
2275,406,575,2025-04-10,2025-04-10
2276,406,777,2025-04-10,2025-04-10
2277,406,426,2025-04-10,2025-04-10
2278,417,104,2025-04-10,2025-04-10
2279,421,443,2025-04-10,2025-04-10
2280,421,328,2025-04-10,2025-04-10
2281,421,103,2025-04-10,2025-04-10
2282,421,346,2025-04-10,2025-04-10
2283,421,404,2025-04-10,2025-04-10
2284,424,115,2025-04-10,2025-04-10
2285,424,204,2025-04-10,2025-04-10
2286,424,123,2025-04-10,2025-04-10
2287,424,37,2025-04-10,2025-04-10
2288,432,143,2025-04-10,2025-04-10
2289,433,440,2025-04-10,2025-04-10
2290,433,348,2025-04-10,2025-04-10
2291,433,261,2025-04-10,2025-04-10
2292,433,337,2025-04-10,2025-04-10
2293,437,30,2025-04-10,2025-04-10
2294,437,96,2025-04-10,2025-04-10
2295,437,30,2025-04-10,2025-04-10
2296,437,30,2025-04-10,2025-04-10
2297,438,630,2025-04-10,2025-04-10
2298,438,525,2025-04-10,2025-04-10
2299,442,982,2025-04-10,2025-04-10
2300,442,957,2025-04-10,2025-04-10
2301,444,243,2025-04-10,2025-04-10
2302,444,129,2025-04-10,2025-04-10
2303,444,169,2025-04-10,2025-04-10
2304,448,280,2025-04-10,2025-04-10
2305,448,465,2025-04-10,2025-04-10
2306,448,237,2025-04-10,2025-04-10
2307,448,296,2025-04-10,2025-04-10
2308,448,303,2025-04-10,2025-04-10
2309,458,54,2025-04-10,2025-04-10
2310,464,382,2025-04-10,2025-04-10
2311,464,420,2025-04-10,2025-04-10
2312,464,300,2025-04-10,2025-04-10
2313,464,305,2025-04-10,2025-04-10
2314,464,273,2025-04-10,2025-04-10
2315,468,586,2025-04-10,2025-04-10
2316,468,531,2025-04-10,2025-04-10
2317,468,733,2025-04-10,2025-04-10
2318,468,508,2025-04-10,2025-04-10
2319,470,710,2025-04-10,2025-04-10
2320,470,718,2025-04-10,2025-04-10
2321,470,429,2025-04-10,2025-04-10
2322,470,1234,2025-04-10,2025-04-10
2323,470,727,2025-04-10,2025-04-10
2324,473,112,2025-04-10,2025-04-10
2325,475,117,2025-04-10,2025-04-10
2326,475,418,2025-04-10,2025-04-10
2327,476,865,2025-04-10,2025-04-10
2328,476,1100,2025-04-10,2025-04-10
2329,476,806,2025-04-10,2025-04-10
2330,477,114,2025-04-10,2025-04-10
2331,479,1049,2025-04-10,2025-04-10
2332,479,780,2025-04-10,2025-04-10
2333,481,150,2025-04-10,2025-04-10
2334,482,298,2025-04-10,2025-04-10
2335,486,803,2025-04-10,2025-04-10
2336,486,992,2025-04-10,2025-04-10
2337,486,574,2025-04-10,2025-04-10
2338,486,1112,2025-04-10,2025-04-10
2339,493,81,2025-04-10,2025-04-10
2340,493,86,2025-04-10,2025-04-10
2341,499,1388,2025-04-10,2025-04-10
2342,499,987,2025-04-10,2025-04-10
2343,499,918,2025-04-10,2025-04-10
2344,2,995,2025-04-11,2025-04-11
2345,2,906,2025-04-11,2025-04-11
2346,2,554,2025-04-11,2025-04-11
2347,2,904,2025-04-11,2025-04-11
2348,2,1238,2025-04-11,2025-04-11
2349,8,764,2025-04-11,2025-04-11
2350,8,479,2025-04-11,2025-04-11
2351,8,521,2025-04-11,2025-04-11
2352,8,401,2025-04-11,2025-04-11
2353,8,661,2025-04-11,2025-04-11
2354,8,699,2025-04-11,2025-04-11
2355,8,397,2025-04-11,2025-04-11
2356,8,531,2025-04-11,2025-04-11
2357,8,397,2025-04-11,2025-04-11
2358,8,465,2025-04-11,2025-04-11
2359,12,1238,2025-04-11,2025-04-11
2360,12,1209,2025-04-11,2025-04-11
2361,12,579,2025-04-11,2025-04-11
2362,12,518,2025-04-11,2025-04-11
2363,12,904,2025-04-11,2025-04-11
2364,12,765,2025-04-11,2025-04-11
2365,15,133,2025-04-11,2025-04-11
2366,21,216,2025-04-11,2025-04-11
2367,21,295,2025-04-11,2025-04-11
2368,21,152,2025-04-11,2025-04-11
2369,21,394,2025-04-11,2025-04-11
2370,25,123,2025-04-11,2025-04-11
2371,28,183,2025-04-11,2025-04-11
2372,33,98,2025-04-11,2025-04-11
2373,37,78,2025-04-11,2025-04-11
2374,44,1132,2025-04-11,2025-04-11
2375,44,1042,2025-04-11,2025-04-11
2376,44,960,2025-04-11,2025-04-11
2377,44,800,2025-04-11,2025-04-11
2378,44,1242,2025-04-11,2025-04-11
2379,44,693,2025-04-11,2025-04-11
2380,44,845,2025-04-11,2025-04-11
2381,50,215,2025-04-11,2025-04-11
2382,54,578,2025-04-11,2025-04-11
2383,54,562,2025-04-11,2025-04-11
2384,54,552,2025-04-11,2025-04-11
2385,54,765,2025-04-11,2025-04-11
2386,54,552,2025-04-11,2025-04-11
2387,55,120,2025-04-11,2025-04-11
2388,55,408,2025-04-11,2025-04-11
2389,58,97,2025-04-11,2025-04-11
2390,68,705,2025-04-11,2025-04-11
2391,68,839,2025-04-11,2025-04-11
2392,68,502,2025-04-11,2025-04-11
2393,68,703,2025-04-11,2025-04-11
2394,72,121,2025-04-11,2025-04-11
2395,73,187,2025-04-11,2025-04-11
2396,75,323,2025-04-11,2025-04-11
2397,75,323,2025-04-11,2025-04-11
2398,78,127,2025-04-11,2025-04-11
2399,86,108,2025-04-11,2025-04-11
2400,86,237,2025-04-11,2025-04-11
2401,87,311,2025-04-11,2025-04-11
2402,88,230,2025-04-11,2025-04-11
2403,88,228,2025-04-11,2025-04-11
2404,88,470,2025-04-11,2025-04-11
2405,88,493,2025-04-11,2025-04-11
2406,88,385,2025-04-11,2025-04-11
2407,92,272,2025-04-11,2025-04-11
2408,92,232,2025-04-11,2025-04-11
2409,93,159,2025-04-11,2025-04-11
2410,97,509,2025-04-11,2025-04-11
2411,97,271,2025-04-11,2025-04-11
2412,97,250,2025-04-11,2025-04-11
2413,97,272,2025-04-11,2025-04-11
2414,101,119,2025-04-11,2025-04-11
2415,105,1169,2025-04-11,2025-04-11
2416,105,1188,2025-04-11,2025-04-11
2417,105,958,2025-04-11,2025-04-11
2418,105,906,2025-04-11,2025-04-11
2419,105,1074,2025-04-11,2025-04-11
2420,105,1046,2025-04-11,2025-04-11
2421,106,254,2025-04-11,2025-04-11
2422,106,30,2025-04-11,2025-04-11
2423,107,178,2025-04-11,2025-04-11
2424,117,984,2025-04-11,2025-04-11
2425,117,395,2025-04-11,2025-04-11
2426,117,520,2025-04-11,2025-04-11
2427,117,675,2025-04-11,2025-04-11
2428,117,452,2025-04-11,2025-04-11
2429,118,105,2025-04-11,2025-04-11
2430,118,171,2025-04-11,2025-04-11
2431,121,355,2025-04-11,2025-04-11
2432,121,683,2025-04-11,2025-04-11
2433,121,313,2025-04-11,2025-04-11
2434,121,715,2025-04-11,2025-04-11
2435,121,767,2025-04-11,2025-04-11
2436,121,394,2025-04-11,2025-04-11
2437,121,649,2025-04-11,2025-04-11
2438,122,758,2025-04-11,2025-04-11
2439,122,604,2025-04-11,2025-04-11
2440,122,561,2025-04-11,2025-04-11
2441,125,30,2025-04-11,2025-04-11
2442,125,159,2025-04-11,2025-04-11
2443,125,112,2025-04-11,2025-04-11
2444,129,72,2025-04-11,2025-04-11
2445,135,713,2025-04-11,2025-04-11
2446,135,1196,2025-04-11,2025-04-11
2447,135,597,2025-04-11,2025-04-11
2448,135,1006,2025-04-11,2025-04-11
2449,135,780,2025-04-11,2025-04-11
2450,135,678,2025-04-11,2025-04-11
2451,135,525,2025-04-11,2025-04-11
2452,144,107,2025-04-11,2025-04-11
2453,145,226,2025-04-11,2025-04-11
2454,154,131,2025-04-11,2025-04-11
2455,155,855,2025-04-11,2025-04-11
2456,155,874,2025-04-11,2025-04-11
2457,155,920,2025-04-11,2025-04-11
2458,155,840,2025-04-11,2025-04-11
2459,155,1026,2025-04-11,2025-04-11
2460,157,261,2025-04-11,2025-04-11
2461,158,431,2025-04-11,2025-04-11
2462,158,205,2025-04-11,2025-04-11
2463,158,406,2025-04-11,2025-04-11
2464,160,256,2025-04-11,2025-04-11
2465,160,347,2025-04-11,2025-04-11
2466,162,369,2025-04-11,2025-04-11
2467,168,114,2025-04-11,2025-04-11
2468,168,96,2025-04-11,2025-04-11
2469,170,372,2025-04-11,2025-04-11
2470,170,122,2025-04-11,2025-04-11
2471,170,228,2025-04-11,2025-04-11
2472,170,230,2025-04-11,2025-04-11
2473,170,341,2025-04-11,2025-04-11
2474,172,151,2025-04-11,2025-04-11
2475,172,122,2025-04-11,2025-04-11
2476,175,131,2025-04-11,2025-04-11
2477,176,201,2025-04-11,2025-04-11
2478,176,75,2025-04-11,2025-04-11
2479,176,161,2025-04-11,2025-04-11
2480,180,164,2025-04-11,2025-04-11
2481,182,73,2025-04-11,2025-04-11
2482,184,774,2025-04-11,2025-04-11
2483,184,421,2025-04-11,2025-04-11
2484,184,898,2025-04-11,2025-04-11
2485,186,312,2025-04-11,2025-04-11
2486,191,233,2025-04-11,2025-04-11
2487,191,109,2025-04-11,2025-04-11
2488,193,1020,2025-04-11,2025-04-11
2489,193,962,2025-04-11,2025-04-11
2490,193,828,2025-04-11,2025-04-11
2491,193,1045,2025-04-11,2025-04-11
2492,193,713,2025-04-11,2025-04-11
2493,196,30,2025-04-11,2025-04-11
2494,196,93,2025-04-11,2025-04-11
2495,198,712,2025-04-11,2025-04-11
2496,198,644,2025-04-11,2025-04-11
2497,198,667,2025-04-11,2025-04-11
2498,198,584,2025-04-11,2025-04-11
2499,198,866,2025-04-11,2025-04-11
2500,198,378,2025-04-11,2025-04-11
2501,199,642,2025-04-11,2025-04-11
2502,199,823,2025-04-11,2025-04-11
2503,199,409,2025-04-11,2025-04-11
2504,199,773,2025-04-11,2025-04-11
2505,199,955,2025-04-11,2025-04-11
2506,201,262,2025-04-11,2025-04-11
2507,203,30,2025-04-11,2025-04-11
2508,203,54,2025-04-11,2025-04-11
2509,206,107,2025-04-11,2025-04-11
2510,206,307,2025-04-11,2025-04-11
2511,208,463,2025-04-11,2025-04-11
2512,211,407,2025-04-11,2025-04-11
2513,211,274,2025-04-11,2025-04-11
2514,211,327,2025-04-11,2025-04-11
2515,213,281,2025-04-11,2025-04-11
2516,213,264,2025-04-11,2025-04-11
2517,217,119,2025-04-11,2025-04-11
2518,217,115,2025-04-11,2025-04-11
2519,218,419,2025-04-11,2025-04-11
2520,219,403,2025-04-11,2025-04-11
2521,219,371,2025-04-11,2025-04-11
2522,221,481,2025-04-11,2025-04-11
2523,221,498,2025-04-11,2025-04-11
2524,221,301,2025-04-11,2025-04-11
2525,221,338,2025-04-11,2025-04-11
2526,221,435,2025-04-11,2025-04-11
2527,225,100,2025-04-11,2025-04-11
2528,225,116,2025-04-11,2025-04-11
2529,227,1074,2025-04-11,2025-04-11
2530,227,1385,2025-04-11,2025-04-11
2531,227,996,2025-04-11,2025-04-11
2532,227,843,2025-04-11,2025-04-11
2533,227,867,2025-04-11,2025-04-11
2534,231,370,2025-04-11,2025-04-11
2535,231,468,2025-04-11,2025-04-11
2536,231,266,2025-04-11,2025-04-11
2537,241,1117,2025-04-11,2025-04-11
2538,241,1114,2025-04-11,2025-04-11
2539,241,886,2025-04-11,2025-04-11
2540,246,1278,2025-04-11,2025-04-11
2541,246,868,2025-04-11,2025-04-11
2542,246,886,2025-04-11,2025-04-11
2543,248,756,2025-04-11,2025-04-11
2544,248,1124,2025-04-11,2025-04-11
2545,249,808,2025-04-11,2025-04-11
2546,250,650,2025-04-11,2025-04-11
2547,250,593,2025-04-11,2025-04-11
2548,250,585,2025-04-11,2025-04-11
2549,250,491,2025-04-11,2025-04-11
2550,253,532,2025-04-11,2025-04-11
2551,257,971,2025-04-11,2025-04-11
2552,257,538,2025-04-11,2025-04-11
2553,257,1027,2025-04-11,2025-04-11
2554,257,876,2025-04-11,2025-04-11
2555,258,347,2025-04-11,2025-04-11
2556,262,1041,2025-04-11,2025-04-11
2557,262,1023,2025-04-11,2025-04-11
2558,262,917,2025-04-11,2025-04-11
2559,262,845,2025-04-11,2025-04-11
2560,262,807,2025-04-11,2025-04-11
2561,262,1142,2025-04-11,2025-04-11
2562,264,298,2025-04-11,2025-04-11
2563,264,385,2025-04-11,2025-04-11
2564,266,209,2025-04-11,2025-04-11
2565,271,524,2025-04-11,2025-04-11
2566,271,776,2025-04-11,2025-04-11
2567,271,796,2025-04-11,2025-04-11
2568,271,729,2025-04-11,2025-04-11
2569,271,645,2025-04-11,2025-04-11
2570,272,565,2025-04-11,2025-04-11
2571,272,507,2025-04-11,2025-04-11
2572,276,188,2025-04-11,2025-04-11
2573,276,320,2025-04-11,2025-04-11
2574,276,305,2025-04-11,2025-04-11
2575,276,260,2025-04-11,2025-04-11
2576,276,109,2025-04-11,2025-04-11
2577,276,347,2025-04-11,2025-04-11
2578,279,497,2025-04-11,2025-04-11
2579,279,337,2025-04-11,2025-04-11
2580,281,735,2025-04-11,2025-04-11
2581,294,101,2025-04-11,2025-04-11
2582,296,331,2025-04-11,2025-04-11
2583,296,238,2025-04-11,2025-04-11
2584,296,211,2025-04-11,2025-04-11
2585,296,627,2025-04-11,2025-04-11
2586,297,354,2025-04-11,2025-04-11
2587,297,381,2025-04-11,2025-04-11
2588,297,194,2025-04-11,2025-04-11
2589,297,398,2025-04-11,2025-04-11
2590,297,276,2025-04-11,2025-04-11
2591,302,367,2025-04-11,2025-04-11
2592,308,30,2025-04-11,2025-04-11
2593,310,157,2025-04-11,2025-04-11
2594,310,124,2025-04-11,2025-04-11
2595,310,73,2025-04-11,2025-04-11
2596,320,206,2025-04-11,2025-04-11
2597,321,213,2025-04-11,2025-04-11
2598,321,248,2025-04-11,2025-04-11
2599,322,303,2025-04-11,2025-04-11
2600,322,157,2025-04-11,2025-04-11
2601,326,222,2025-04-11,2025-04-11
2602,326,294,2025-04-11,2025-04-11
2603,326,148,2025-04-11,2025-04-11
2604,327,363,2025-04-11,2025-04-11
2605,327,356,2025-04-11,2025-04-11
2606,327,287,2025-04-11,2025-04-11
2607,327,227,2025-04-11,2025-04-11
2608,328,394,2025-04-11,2025-04-11
2609,328,197,2025-04-11,2025-04-11
2610,328,194,2025-04-11,2025-04-11
2611,328,404,2025-04-11,2025-04-11
2612,328,205,2025-04-11,2025-04-11
2613,335,104,2025-04-11,2025-04-11
2614,340,97,2025-04-11,2025-04-11
2615,343,87,2025-04-11,2025-04-11
2616,343,30,2025-04-11,2025-04-11
2617,350,334,2025-04-11,2025-04-11
2618,353,270,2025-04-11,2025-04-11
2619,353,428,2025-04-11,2025-04-11
2620,353,188,2025-04-11,2025-04-11
2621,355,30,2025-04-11,2025-04-11
2622,362,319,2025-04-11,2025-04-11
2623,362,263,2025-04-11,2025-04-11
2624,362,362,2025-04-11,2025-04-11
2625,362,382,2025-04-11,2025-04-11
2626,362,148,2025-04-11,2025-04-11
2627,368,904,2025-04-11,2025-04-11
2628,368,444,2025-04-11,2025-04-11
2629,368,875,2025-04-11,2025-04-11
2630,373,97,2025-04-11,2025-04-11
2631,375,223,2025-04-11,2025-04-11
2632,377,618,2025-04-11,2025-04-11
2633,377,630,2025-04-11,2025-04-11
2634,377,483,2025-04-11,2025-04-11
2635,385,474,2025-04-11,2025-04-11
2636,397,960,2025-04-11,2025-04-11
2637,397,867,2025-04-11,2025-04-11
2638,398,105,2025-04-11,2025-04-11
2639,398,156,2025-04-11,2025-04-11
2640,400,315,2025-04-11,2025-04-11
2641,400,401,2025-04-11,2025-04-11
2642,404,539,2025-04-11,2025-04-11
2643,404,412,2025-04-11,2025-04-11
2644,404,655,2025-04-11,2025-04-11
2645,404,407,2025-04-11,2025-04-11
2646,406,404,2025-04-11,2025-04-11
2647,406,691,2025-04-11,2025-04-11
2648,420,296,2025-04-11,2025-04-11
2649,420,492,2025-04-11,2025-04-11
2650,420,304,2025-04-11,2025-04-11
2651,420,418,2025-04-11,2025-04-11
2652,420,330,2025-04-11,2025-04-11
2653,421,73,2025-04-11,2025-04-11
2654,424,158,2025-04-11,2025-04-11
2655,424,198,2025-04-11,2025-04-11
2656,433,298,2025-04-11,2025-04-11
2657,437,141,2025-04-11,2025-04-11
2658,437,30,2025-04-11,2025-04-11
2659,438,546,2025-04-11,2025-04-11
2660,442,655,2025-04-11,2025-04-11
2661,442,891,2025-04-11,2025-04-11
2662,442,428,2025-04-11,2025-04-11
2663,442,657,2025-04-11,2025-04-11
2664,442,752,2025-04-11,2025-04-11
2665,448,418,2025-04-11,2025-04-11
2666,448,366,2025-04-11,2025-04-11
2667,458,159,2025-04-11,2025-04-11
2668,459,70,2025-04-11,2025-04-11
2669,459,143,2025-04-11,2025-04-11
2670,459,130,2025-04-11,2025-04-11
2671,464,282,2025-04-11,2025-04-11
2672,464,232,2025-04-11,2025-04-11
2673,467,177,2025-04-11,2025-04-11
2674,468,345,2025-04-11,2025-04-11
2675,470,771,2025-04-11,2025-04-11
2676,473,139,2025-04-11,2025-04-11
2677,475,262,2025-04-11,2025-04-11
2678,475,295,2025-04-11,2025-04-11
2679,476,1201,2025-04-11,2025-04-11
2680,476,683,2025-04-11,2025-04-11
2681,476,932,2025-04-11,2025-04-11
2682,477,209,2025-04-11,2025-04-11
2683,479,739,2025-04-11,2025-04-11
2684,481,226,2025-04-11,2025-04-11
2685,481,410,2025-04-11,2025-04-11
2686,481,349,2025-04-11,2025-04-11
2687,482,371,2025-04-11,2025-04-11
2688,482,203,2025-04-11,2025-04-11
2689,486,1020,2025-04-11,2025-04-11
2690,486,921,2025-04-11,2025-04-11
2691,486,902,2025-04-11,2025-04-11
2692,486,746,2025-04-11,2025-04-11
2693,486,920,2025-04-11,2025-04-11
2694,499,486,2025-04-11,2025-04-11
2695,499,1120,2025-04-11,2025-04-11
2696,499,823,2025-04-11,2025-04-11
2697,499,887,2025-04-11,2025-04-11
2698,499,996,2025-04-11,2025-04-11
2699,2,943,2025-04-12,2025-04-12
2700,2,1234,2025-04-12,2025-04-12
2701,2,1014,2025-04-12,2025-04-12
2702,2,1025,2025-04-12,2025-04-12
2703,3,242,2025-04-12,2025-04-12
2704,8,767,2025-04-12,2025-04-12
2705,12,878,2025-04-12,2025-04-12
2706,12,590,2025-04-12,2025-04-12
2707,12,600,2025-04-12,2025-04-12
2708,12,898,2025-04-12,2025-04-12
2709,12,745,2025-04-12,2025-04-12
2710,15,88,2025-04-12,2025-04-12
2711,15,179,2025-04-12,2025-04-12
2712,16,174,2025-04-12,2025-04-12
2713,17,105,2025-04-12,2025-04-12
2714,21,280,2025-04-12,2025-04-12
2715,21,403,2025-04-12,2025-04-12
2716,21,159,2025-04-12,2025-04-12
2717,21,344,2025-04-12,2025-04-12
2718,21,385,2025-04-12,2025-04-12
2719,21,389,2025-04-12,2025-04-12
2720,25,53,2025-04-12,2025-04-12
2721,25,108,2025-04-12,2025-04-12
2722,32,152,2025-04-12,2025-04-12
2723,37,165,2025-04-12,2025-04-12
2724,37,128,2025-04-12,2025-04-12
2725,44,840,2025-04-12,2025-04-12
2726,44,652,2025-04-12,2025-04-12
2727,44,865,2025-04-12,2025-04-12
2728,44,1187,2025-04-12,2025-04-12
2729,44,933,2025-04-12,2025-04-12
2730,44,902,2025-04-12,2025-04-12
2731,44,1227,2025-04-12,2025-04-12
2732,44,613,2025-04-12,2025-04-12
2733,44,642,2025-04-12,2025-04-12
2734,46,138,2025-04-12,2025-04-12
2735,46,259,2025-04-12,2025-04-12
2736,46,300,2025-04-12,2025-04-12
2737,46,311,2025-04-12,2025-04-12
2738,46,132,2025-04-12,2025-04-12
2739,54,631,2025-04-12,2025-04-12
2740,54,692,2025-04-12,2025-04-12
2741,55,338,2025-04-12,2025-04-12
2742,55,219,2025-04-12,2025-04-12
2743,55,441,2025-04-12,2025-04-12
2744,58,137,2025-04-12,2025-04-12
2745,58,168,2025-04-12,2025-04-12
2746,58,76,2025-04-12,2025-04-12
2747,65,198,2025-04-12,2025-04-12
2748,65,35,2025-04-12,2025-04-12
2749,65,168,2025-04-12,2025-04-12
2750,65,188,2025-04-12,2025-04-12
2751,68,704,2025-04-12,2025-04-12
2752,68,774,2025-04-12,2025-04-12
2753,68,733,2025-04-12,2025-04-12
2754,68,569,2025-04-12,2025-04-12
2755,72,169,2025-04-12,2025-04-12
2756,73,65,2025-04-12,2025-04-12
2757,73,106,2025-04-12,2025-04-12
2758,73,63,2025-04-12,2025-04-12
2759,73,96,2025-04-12,2025-04-12
2760,75,401,2025-04-12,2025-04-12
2761,75,407,2025-04-12,2025-04-12
2762,75,321,2025-04-12,2025-04-12
2763,75,217,2025-04-12,2025-04-12
2764,78,117,2025-04-12,2025-04-12
2765,86,39,2025-04-12,2025-04-12
2766,86,100,2025-04-12,2025-04-12
2767,86,128,2025-04-12,2025-04-12
2768,86,30,2025-04-12,2025-04-12
2769,86,69,2025-04-12,2025-04-12
2770,87,232,2025-04-12,2025-04-12
2771,92,463,2025-04-12,2025-04-12
2772,92,107,2025-04-12,2025-04-12
2773,93,372,2025-04-12,2025-04-12
2774,93,331,2025-04-12,2025-04-12
2775,95,255,2025-04-12,2025-04-12
2776,95,323,2025-04-12,2025-04-12
2777,96,137,2025-04-12,2025-04-12
2778,96,87,2025-04-12,2025-04-12
2779,97,294,2025-04-12,2025-04-12
2780,97,277,2025-04-12,2025-04-12
2781,100,158,2025-04-12,2025-04-12
2782,100,103,2025-04-12,2025-04-12
2783,105,563,2025-04-12,2025-04-12
2784,105,800,2025-04-12,2025-04-12
2785,105,955,2025-04-12,2025-04-12
2786,106,179,2025-04-12,2025-04-12
2787,106,80,2025-04-12,2025-04-12
2788,112,100,2025-04-12,2025-04-12
2789,112,59,2025-04-12,2025-04-12
2790,112,68,2025-04-12,2025-04-12
2791,112,47,2025-04-12,2025-04-12
2792,114,467,2025-04-12,2025-04-12
2793,114,791,2025-04-12,2025-04-12
2794,114,481,2025-04-12,2025-04-12
2795,114,714,2025-04-12,2025-04-12
2796,114,776,2025-04-12,2025-04-12
2797,114,671,2025-04-12,2025-04-12
2798,117,383,2025-04-12,2025-04-12
2799,117,644,2025-04-12,2025-04-12
2800,117,530,2025-04-12,2025-04-12
2801,117,586,2025-04-12,2025-04-12
2802,117,496,2025-04-12,2025-04-12
2803,121,315,2025-04-12,2025-04-12
