attempt_id,user_id,session_id,level_id,status,event_time,attempt_number
8201,264,1194,31,quit,2025-04-07,2
8202,266,1195,7,win,2025-04-07,2
8203,266,1195,8,win,2025-04-07,1
8204,266,1195,9,win,2025-04-07,1
8205,266,1195,10,win,2025-04-07,1
8206,266,1195,11,win,2025-04-07,1
8207,266,1195,12,win,2025-04-07,1
8208,266,1195,13,lose,2025-04-07,1
8209,266,1195,13,win,2025-04-07,2
8210,266,1195,14,win,2025-04-07,1
8211,266,1195,15,win,2025-04-07,1
8212,266,1195,16,win,2025-04-07,1
8213,266,1196,17,win,2025-04-07,1
8214,266,1196,18,win,2025-04-07,1
8215,266,1196,19,win,2025-04-07,1
8216,266,1196,20,win,2025-04-07,1
8217,266,1196,21,win,2025-04-07,1
8218,266,1196,22,win,2025-04-07,1
8219,266,1196,23,win,2025-04-07,1
8220,266,1196,24,quit,2025-04-07,1
8221,266,1197,24,win,2025-04-07,2
8222,266,1197,25,win,2025-04-07,1
8223,266,1197,26,quit,2025-04-07,1
8224,266,1198,26,lose,2025-04-07,2
8225,272,1199,78,lose,2025-04-07,4
8226,272,1199,78,quit,2025-04-07,5
8227,272,1200,78,lose,2025-04-07,6
8228,272,1200,78,lose,2025-04-07,7
8229,272,1200,78,lose,2025-04-07,8
8230,272,1200,78,win,2025-04-07,9
8231,272,1200,79,win,2025-04-07,1
8232,272,1200,80,win,2025-04-07,1
8233,272,1200,81,win,2025-04-07,1
8234,272,1200,82,lose,2025-04-07,1
8235,272,1200,82,lose,2025-04-07,2
8236,272,1200,82,lose,2025-04-07,3
8237,272,1200,82,lose,2025-04-07,4
8238,272,1200,82,win,2025-04-07,5
8239,272,1200,83,win,2025-04-07,1
8240,272,1200,84,win,2025-04-07,1
8241,272,1200,85,win,2025-04-07,1
8242,272,1200,86,win,2025-04-07,1
8243,272,1200,87,win,2025-04-07,1
8244,272,1200,88,lose,2025-04-07,1
8245,272,1200,88,win,2025-04-07,2
8246,272,1200,89,lose,2025-04-07,1
8247,272,1200,89,lose,2025-04-07,2
8248,272,1200,89,win,2025-04-07,3
8249,272,1200,90,win,2025-04-07,1
8250,272,1200,91,lose,2025-04-07,1
8251,272,1200,91,win,2025-04-07,2
8252,272,1200,92,win,2025-04-07,1
8253,272,1201,93,win,2025-04-07,1
8254,272,1201,94,win,2025-04-07,1
8255,272,1201,95,lose,2025-04-07,1
8256,272,1201,95,lose,2025-04-07,2
8257,272,1201,95,lose,2025-04-07,3
8258,272,1201,95,lose,2025-04-07,4
8259,272,1201,95,lose,2025-04-07,5
8260,272,1202,95,lose,2025-04-07,6
8261,272,1202,95,quit,2025-04-07,7
8262,279,1203,46,lose,2025-04-07,1
8263,279,1203,46,win,2025-04-07,2
8264,279,1203,47,win,2025-04-07,1
8265,279,1203,48,win,2025-04-07,1
8266,279,1203,49,lose,2025-04-07,1
8267,279,1203,49,lose,2025-04-07,2
8268,279,1203,49,win,2025-04-07,3
8269,279,1203,50,lose,2025-04-07,1
8270,279,1203,50,lose,2025-04-07,2
8271,281,1204,120,lose,2025-04-07,4
8272,281,1204,120,lose,2025-04-07,5
8273,281,1204,120,lose,2025-04-07,6
8274,281,1204,120,win,2025-04-07,7
8275,281,1204,121,win,2025-04-07,1
8276,281,1204,122,lose,2025-04-07,1
8277,281,1204,122,quit,2025-04-07,2
8278,296,1205,78,win,2025-04-07,2
8279,296,1205,79,win,2025-04-07,1
8280,296,1205,80,win,2025-04-07,1
8281,296,1205,81,quit,2025-04-07,1
8282,296,1206,81,win,2025-04-07,2
8283,296,1206,82,win,2025-04-07,1
8284,296,1206,83,lose,2025-04-07,1
8285,296,1206,83,lose,2025-04-07,2
8286,296,1206,83,win,2025-04-07,3
8287,296,1206,84,win,2025-04-07,1
8288,296,1206,85,lose,2025-04-07,1
8289,296,1206,85,win,2025-04-07,2
8290,296,1206,86,quit,2025-04-07,1
8291,308,1207,8,quit,2025-04-07,1
8292,308,1208,8,quit,2025-04-07,2
8293,314,1209,138,lose,2025-04-07,20
8294,314,1209,138,lose,2025-04-07,21
8295,314,1209,138,lose,2025-04-07,22
8296,314,1209,138,lose,2025-04-07,23
8297,314,1209,138,lose,2025-04-07,24
8298,314,1209,138,lose,2025-04-07,25
8299,314,1210,138,lose,2025-04-07,26
8300,314,1210,138,lose,2025-04-07,27
8301,314,1210,138,lose,2025-04-07,28
8302,314,1210,138,lose,2025-04-07,29
8303,314,1210,138,lose,2025-04-07,30
8304,315,1211,120,lose,2025-04-07,11
8305,315,1211,120,lose,2025-04-07,12
8306,315,1211,120,win,2025-04-07,13
8307,315,1211,121,lose,2025-04-07,1
8308,315,1211,121,lose,2025-04-07,2
8309,315,1211,121,win,2025-04-07,3
8310,315,1211,122,lose,2025-04-07,1
8311,315,1211,122,lose,2025-04-07,2
8312,315,1211,122,lose,2025-04-07,3
8313,315,1211,122,lose,2025-04-07,4
8314,315,1211,122,win,2025-04-07,5
8315,315,1211,123,lose,2025-04-07,1
8316,315,1211,123,lose,2025-04-07,2
8317,315,1212,123,lose,2025-04-07,3
8318,315,1212,123,win,2025-04-07,4
8319,315,1212,124,lose,2025-04-07,1
8320,315,1212,124,lose,2025-04-07,2
8321,315,1212,124,lose,2025-04-07,3
8322,315,1212,124,lose,2025-04-07,4
8323,319,1213,28,lose,2025-04-07,5
8324,319,1214,28,win,2025-04-07,6
8325,319,1214,29,lose,2025-04-07,1
8326,320,1215,13,quit,2025-04-07,2
8327,320,1216,13,win,2025-04-07,3
8328,320,1216,14,win,2025-04-07,1
8329,320,1216,15,win,2025-04-07,1
8330,320,1216,16,win,2025-04-07,1
8331,320,1216,17,win,2025-04-07,1
8332,320,1217,18,win,2025-04-07,1
8333,320,1217,19,lose,2025-04-07,1
8334,320,1217,19,lose,2025-04-07,2
8335,321,1218,36,lose,2025-04-07,4
8336,321,1218,36,win,2025-04-07,5
8337,321,1218,37,win,2025-04-07,1
8338,321,1218,38,win,2025-04-07,1
8339,321,1218,39,win,2025-04-07,1
8340,321,1218,40,win,2025-04-07,1
8341,321,1218,41,lose,2025-04-07,1
8342,321,1218,41,win,2025-04-07,2
8343,321,1218,42,lose,2025-04-07,1
8344,321,1218,42,lose,2025-04-07,2
8345,321,1218,42,win,2025-04-07,3
8346,321,1218,43,win,2025-04-07,1
8347,321,1218,44,win,2025-04-07,1
8348,321,1218,45,win,2025-04-07,1
8349,321,1219,46,win,2025-04-07,1
8350,321,1219,47,lose,2025-04-07,1
8351,321,1219,47,lose,2025-04-07,2
8352,321,1219,47,quit,2025-04-07,3
8353,326,1220,1,win,2025-04-07,1
8354,326,1220,2,win,2025-04-07,1
8355,326,1220,3,win,2025-04-07,1
8356,326,1220,4,lose,2025-04-07,1
8357,326,1221,4,quit,2025-04-07,2
8358,326,1222,4,win,2025-04-07,3
8359,326,1222,5,win,2025-04-07,1
8360,326,1222,6,win,2025-04-07,1
8361,326,1222,7,win,2025-04-07,1
8362,326,1222,8,win,2025-04-07,1
8363,326,1222,9,win,2025-04-07,1
8364,326,1222,10,win,2025-04-07,1
8365,326,1222,11,win,2025-04-07,1
8366,326,1222,12,win,2025-04-07,1
8367,326,1222,13,lose,2025-04-07,1
8368,326,1222,13,win,2025-04-07,2
8369,327,1223,19,win,2025-04-07,2
8370,327,1223,20,win,2025-04-07,1
8371,327,1223,21,lose,2025-04-07,1
8372,327,1224,21,win,2025-04-07,2
8373,327,1224,22,win,2025-04-07,1
8374,327,1224,23,win,2025-04-07,1
8375,327,1224,24,win,2025-04-07,1
8376,327,1224,25,quit,2025-04-07,1
8377,327,1225,25,win,2025-04-07,2
8378,327,1225,26,win,2025-04-07,1
8379,327,1225,27,win,2025-04-07,1
8380,327,1225,28,win,2025-04-07,1
8381,327,1225,29,win,2025-04-07,1
8382,327,1225,30,quit,2025-04-07,1
8383,327,1226,30,win,2025-04-07,2
8384,327,1226,31,win,2025-04-07,1
8385,327,1226,32,win,2025-04-07,1
8386,327,1226,33,win,2025-04-07,1
8387,327,1226,34,win,2025-04-07,1
8388,327,1226,35,win,2025-04-07,1
8389,327,1226,36,lose,2025-04-07,1
8390,327,1226,36,lose,2025-04-07,2
8391,327,1226,36,win,2025-04-07,3
8392,327,1226,37,lose,2025-04-07,1
8393,327,1226,37,lose,2025-04-07,2
8394,327,1226,37,quit,2025-04-07,3
8395,335,1227,26,win,2025-04-07,2
8396,335,1227,27,win,2025-04-07,1
8397,335,1227,28,win,2025-04-07,1
8398,335,1227,29,win,2025-04-07,1
8399,335,1227,30,quit,2025-04-07,1
8400,336,1228,12,win,2025-04-07,2
8401,336,1228,13,win,2025-04-07,1
8402,336,1228,14,win,2025-04-07,1
8403,336,1228,15,win,2025-04-07,1
8404,336,1228,16,quit,2025-04-07,1
8405,340,1229,1,lose,2025-04-07,3
8406,340,1229,1,lose,2025-04-07,4
8407,340,1229,1,win,2025-04-07,5
8408,340,1229,2,quit,2025-04-07,1
8409,340,1230,2,win,2025-04-07,2
8410,340,1230,3,win,2025-04-07,1
8411,340,1230,4,win,2025-04-07,1
8412,340,1230,5,win,2025-04-07,1
8413,340,1230,6,win,2025-04-07,1
8414,340,1231,7,win,2025-04-07,1
8415,340,1231,8,win,2025-04-07,1
8416,340,1231,9,win,2025-04-07,1
8417,340,1231,10,win,2025-04-07,1
8418,340,1231,11,win,2025-04-07,1
8419,343,1232,24,win,2025-04-07,1
8420,343,1232,25,win,2025-04-07,1
8421,343,1232,26,win,2025-04-07,1
8422,343,1232,27,win,2025-04-07,1
8423,343,1232,28,lose,2025-04-07,1
8424,350,1233,65,win,2025-04-07,4
8425,350,1233,66,win,2025-04-07,1
8426,350,1233,67,lose,2025-04-07,1
8427,350,1233,67,win,2025-04-07,2
8428,350,1233,68,win,2025-04-07,1
8429,350,1233,69,quit,2025-04-07,1
8430,350,1234,69,lose,2025-04-07,2
8431,350,1234,69,quit,2025-04-07,3
8432,353,1235,1,win,2025-04-07,1
8433,353,1235,2,lose,2025-04-07,1
8434,353,1235,2,win,2025-04-07,2
8435,353,1235,3,win,2025-04-07,1
8436,353,1235,4,win,2025-04-07,1
8437,353,1235,5,win,2025-04-07,1
8438,353,1235,6,win,2025-04-07,1
8439,353,1235,7,win,2025-04-07,1
8440,353,1235,8,win,2025-04-07,1
8441,353,1235,9,win,2025-04-07,1
8442,353,1235,10,win,2025-04-07,1
8443,353,1236,11,win,2025-04-07,1
8444,353,1236,12,win,2025-04-07,1
8445,353,1236,13,lose,2025-04-07,1
8446,353,1236,13,win,2025-04-07,2
8447,353,1236,14,win,2025-04-07,1
8448,353,1236,15,win,2025-04-07,1
8449,353,1236,16,win,2025-04-07,1
8450,353,1236,17,win,2025-04-07,1
8451,353,1236,18,win,2025-04-07,1
8452,353,1236,19,win,2025-04-07,1
8453,353,1236,20,win,2025-04-07,1
8454,355,1237,13,win,2025-04-07,2
8455,355,1237,14,win,2025-04-07,1
8456,355,1237,15,lose,2025-04-07,1
8457,355,1237,15,lose,2025-04-07,2
8458,355,1238,15,quit,2025-04-07,3
8459,362,1239,4,win,2025-04-07,4
8460,362,1239,5,win,2025-04-07,1
8461,362,1239,6,win,2025-04-07,1
8462,362,1239,7,win,2025-04-07,1
8463,362,1239,8,win,2025-04-07,1
8464,362,1239,9,win,2025-04-07,1
8465,362,1239,10,lose,2025-04-07,1
8466,362,1239,10,win,2025-04-07,2
8467,362,1239,11,win,2025-04-07,1
8468,362,1239,12,win,2025-04-07,1
8469,362,1239,13,win,2025-04-07,1
8470,368,1240,135,win,2025-04-07,9
8471,368,1240,136,lose,2025-04-07,1
8472,368,1240,136,lose,2025-04-07,2
8473,368,1240,136,lose,2025-04-07,3
8474,368,1241,136,win,2025-04-07,4
8475,368,1241,137,lose,2025-04-07,1
8476,368,1241,137,lose,2025-04-07,2
8477,368,1241,137,win,2025-04-07,3
8478,368,1241,138,lose,2025-04-07,1
8479,368,1241,138,lose,2025-04-07,2
8480,368,1241,138,lose,2025-04-07,3
8481,368,1242,138,lose,2025-04-07,4
8482,368,1242,138,lose,2025-04-07,5
8483,368,1242,138,lose,2025-04-07,6
8484,368,1242,138,win,2025-04-07,7
8485,368,1242,139,lose,2025-04-07,1
8486,368,1242,139,win,2025-04-07,2
8487,368,1242,140,win,2025-04-07,1
8488,368,1242,141,win,2025-04-07,1
8489,368,1242,142,win,2025-04-07,1
8490,368,1242,143,lose,2025-04-07,1
8491,368,1242,143,lose,2025-04-07,2
8492,368,1242,143,lose,2025-04-07,3
8493,368,1242,143,lose,2025-04-07,4
8494,368,1242,143,lose,2025-04-07,5
8495,368,1243,143,win,2025-04-07,6
8496,368,1243,144,lose,2025-04-07,1
8497,368,1243,144,lose,2025-04-07,2
8498,368,1243,144,lose,2025-04-07,3
8499,368,1244,144,lose,2025-04-07,4
8500,368,1244,144,lose,2025-04-07,5
8501,368,1244,144,lose,2025-04-07,6
8502,368,1245,144,lose,2025-04-07,7
8503,368,1245,144,lose,2025-04-07,8
8504,368,1245,144,lose,2025-04-07,9
8505,368,1246,144,lose,2025-04-07,10
8506,368,1246,144,win,2025-04-07,11
8507,368,1246,145,lose,2025-04-07,1
8508,368,1246,145,lose,2025-04-07,2
8509,368,1246,145,win,2025-04-07,3
8510,368,1246,146,win,2025-04-07,1
8511,368,1246,147,win,2025-04-07,1
8512,368,1246,148,lose,2025-04-07,1
8513,368,1246,148,lose,2025-04-07,2
8514,368,1246,148,lose,2025-04-07,3
8515,368,1247,148,lose,2025-04-07,4
8516,368,1247,148,lose,2025-04-07,5
8517,368,1247,148,lose,2025-04-07,6
8518,368,1247,148,lose,2025-04-07,7
8519,368,1247,148,win,2025-04-07,8
8520,368,1247,149,lose,2025-04-07,1
8521,368,1247,149,win,2025-04-07,2
8522,368,1247,150,lose,2025-04-07,1
8523,368,1247,150,lose,2025-04-07,2
8524,368,1247,150,lose,2025-04-07,3
8525,368,1247,150,lose,2025-04-07,4
8526,368,1247,150,win,2025-04-07,5
8527,368,1247,151,lose,2025-04-07,1
8528,368,1247,151,lose,2025-04-07,2
8529,368,1247,151,lose,2025-04-07,3
8530,368,1247,151,lose,2025-04-07,4
8531,368,1247,151,lose,2025-04-07,5
8532,371,1248,6,lose,2025-04-07,1
8533,371,1249,6,win,2025-04-07,2
8534,371,1249,7,lose,2025-04-07,1
8535,371,1250,7,win,2025-04-07,2
8536,371,1250,8,win,2025-04-07,1
8537,371,1250,9,win,2025-04-07,1
8538,371,1250,10,quit,2025-04-07,1
8539,371,1251,10,lose,2025-04-07,2
8540,373,1252,14,lose,2025-04-07,3
8541,373,1252,14,win,2025-04-07,4
8542,373,1252,15,win,2025-04-07,1
8543,373,1252,16,win,2025-04-07,1
8544,373,1252,17,quit,2025-04-07,1
8545,373,1253,17,win,2025-04-07,2
8546,373,1253,18,win,2025-04-07,1
8547,373,1253,19,quit,2025-04-07,1
8548,377,1254,94,win,2025-04-07,5
8549,377,1254,95,lose,2025-04-07,1
8550,377,1254,95,win,2025-04-07,2
8551,377,1254,96,lose,2025-04-07,1
8552,377,1254,96,lose,2025-04-07,2
8553,377,1254,96,lose,2025-04-07,3
8554,389,1255,13,lose,2025-04-07,3
8555,389,1255,13,lose,2025-04-07,4
8556,389,1255,13,quit,2025-04-07,5
8557,389,1256,13,win,2025-04-07,6
8558,389,1256,14,win,2025-04-07,1
8559,389,1256,15,lose,2025-04-07,1
8560,389,1256,15,win,2025-04-07,2
8561,389,1256,16,lose,2025-04-07,1
8562,389,1256,16,lose,2025-04-07,2
8563,389,1257,16,lose,2025-04-07,3
8564,389,1258,16,win,2025-04-07,4
8565,389,1258,17,win,2025-04-07,1
8566,389,1258,18,win,2025-04-07,1
8567,389,1258,19,win,2025-04-07,1
8568,389,1258,20,win,2025-04-07,1
8569,389,1258,21,win,2025-04-07,1
8570,389,1258,22,win,2025-04-07,1
8571,389,1258,23,win,2025-04-07,1
8572,389,1258,24,quit,2025-04-07,1
8573,404,1259,1,win,2025-04-07,1
8574,404,1259,2,win,2025-04-07,1
8575,404,1259,3,win,2025-04-07,1
8576,404,1259,4,win,2025-04-07,1
8577,404,1259,5,win,2025-04-07,1
8578,404,1259,6,lose,2025-04-07,1
8579,404,1259,6,win,2025-04-07,2
8580,404,1259,7,win,2025-04-07,1
8581,404,1259,8,win,2025-04-07,1
8582,404,1259,9,win,2025-04-07,1
8583,404,1259,10,win,2025-04-07,1
8584,404,1259,11,win,2025-04-07,1
8585,404,1259,12,win,2025-04-07,1
8586,404,1259,13,lose,2025-04-07,1
8587,404,1259,13,win,2025-04-07,2
8588,404,1259,14,lose,2025-04-07,1
8589,404,1259,14,win,2025-04-07,2
8590,404,1259,15,win,2025-04-07,1
8591,404,1260,16,win,2025-04-07,1
8592,404,1260,17,win,2025-04-07,1
8593,404,1260,18,win,2025-04-07,1
8594,404,1260,19,win,2025-04-07,1
8595,404,1260,20,win,2025-04-07,1
8596,404,1260,21,win,2025-04-07,1
8597,404,1260,22,win,2025-04-07,1
8598,404,1260,23,win,2025-04-07,1
8599,404,1260,24,win,2025-04-07,1
8600,404,1260,25,win,2025-04-07,1
8601,404,1260,26,quit,2025-04-07,1
8602,404,1261,26,win,2025-04-07,2
8603,404,1261,27,win,2025-04-07,1
8604,404,1261,28,win,2025-04-07,1
8605,404,1261,29,win,2025-04-07,1
8606,404,1261,30,win,2025-04-07,1
8607,404,1261,31,win,2025-04-07,1
8608,404,1261,32,win,2025-04-07,1
8609,404,1261,33,lose,2025-04-07,1
8610,404,1261,33,lose,2025-04-07,2
8611,404,1261,33,win,2025-04-07,3
8612,404,1261,34,win,2025-04-07,1
8613,404,1261,35,lose,2025-04-07,1
8614,404,1261,35,lose,2025-04-07,2
8615,404,1262,35,lose,2025-04-07,3
8616,404,1262,35,win,2025-04-07,4
8617,404,1262,36,lose,2025-04-07,1
8618,404,1262,36,win,2025-04-07,2
8619,404,1262,37,lose,2025-04-07,1
8620,404,1262,37,win,2025-04-07,2
8621,404,1262,38,win,2025-04-07,1
8622,404,1262,39,lose,2025-04-07,1
8623,404,1262,39,lose,2025-04-07,2
8624,404,1262,39,win,2025-04-07,3
8625,404,1262,40,win,2025-04-07,1
8626,404,1262,41,lose,2025-04-07,1
8627,404,1262,41,win,2025-04-07,2
8628,404,1262,42,win,2025-04-07,1
8629,404,1262,43,win,2025-04-07,1
8630,404,1262,44,win,2025-04-07,1
8631,404,1262,45,lose,2025-04-07,1
8632,404,1262,45,lose,2025-04-07,2
8633,404,1262,45,win,2025-04-07,3
8634,404,1262,46,win,2025-04-07,1
8635,404,1262,47,lose,2025-04-07,1
8636,404,1262,47,lose,2025-04-07,2
8637,404,1262,47,lose,2025-04-07,3
8638,404,1263,47,win,2025-04-07,4
8639,404,1263,48,win,2025-04-07,1
8640,404,1263,49,win,2025-04-07,1
8641,404,1263,50,lose,2025-04-07,1
8642,404,1263,50,win,2025-04-07,2
8643,404,1263,51,win,2025-04-07,1
8644,404,1263,52,win,2025-04-07,1
8645,404,1263,53,win,2025-04-07,1
8646,404,1263,54,win,2025-04-07,1
8647,404,1263,55,lose,2025-04-07,1
8648,404,1263,55,win,2025-04-07,2
8649,404,1263,56,win,2025-04-07,1
8650,404,1263,57,win,2025-04-07,1
8651,404,1263,58,win,2025-04-07,1
8652,404,1263,59,win,2025-04-07,1
8653,404,1263,60,lose,2025-04-07,1
8654,404,1263,60,win,2025-04-07,2
8655,404,1263,61,quit,2025-04-07,1
8656,404,1264,61,win,2025-04-07,2
8657,404,1264,62,win,2025-04-07,1
8658,404,1264,63,win,2025-04-07,1
8659,404,1264,64,win,2025-04-07,1
8660,404,1264,65,win,2025-04-07,1
8661,404,1264,66,lose,2025-04-07,1
8662,404,1264,66,win,2025-04-07,2
8663,404,1264,67,lose,2025-04-07,1
8664,404,1264,67,win,2025-04-07,2
8665,404,1264,68,win,2025-04-07,1
8666,404,1264,69,lose,2025-04-07,1
8667,404,1264,69,win,2025-04-07,2
8668,404,1264,70,lose,2025-04-07,1
8669,404,1264,70,quit,2025-04-07,2
8670,404,1265,70,win,2025-04-07,3
8671,404,1265,71,win,2025-04-07,1
8672,404,1265,72,win,2025-04-07,1
8673,404,1265,73,win,2025-04-07,1
8674,404,1265,74,win,2025-04-07,1
8675,404,1265,75,lose,2025-04-07,1
8676,404,1265,75,win,2025-04-07,2
8677,404,1265,76,win,2025-04-07,1
8678,404,1265,77,win,2025-04-07,1
8679,404,1265,78,quit,2025-04-07,1
8680,404,1266,78,win,2025-04-07,2
8681,404,1266,79,win,2025-04-07,1
8682,404,1266,80,win,2025-04-07,1
8683,404,1266,81,lose,2025-04-07,1
8684,404,1266,81,win,2025-04-07,2
8685,404,1266,82,win,2025-04-07,1
8686,404,1266,83,win,2025-04-07,1
8687,404,1266,84,win,2025-04-07,1
8688,404,1266,85,win,2025-04-07,1
8689,404,1266,86,win,2025-04-07,1
8690,404,1266,87,lose,2025-04-07,1
8691,404,1266,87,win,2025-04-07,2
8692,404,1266,88,lose,2025-04-07,1
8693,404,1266,88,lose,2025-04-07,2
8694,404,1266,88,win,2025-04-07,3
8695,404,1266,89,lose,2025-04-07,1
8696,404,1266,89,lose,2025-04-07,2
8697,404,1266,89,lose,2025-04-07,3
8698,404,1266,89,win,2025-04-07,4
8699,404,1266,90,win,2025-04-07,1
8700,404,1266,91,win,2025-04-07,1
8701,404,1266,92,win,2025-04-07,1
8702,417,1267,7,win,2025-04-07,1
8703,417,1267,8,win,2025-04-07,1
8704,417,1267,9,win,2025-04-07,1
8705,417,1267,10,win,2025-04-07,1
8706,417,1267,11,win,2025-04-07,1
8707,417,1268,12,win,2025-04-07,1
8708,417,1268,13,win,2025-04-07,1
8709,417,1268,14,win,2025-04-07,1
8710,417,1268,15,win,2025-04-07,1
8711,417,1268,16,quit,2025-04-07,1
8712,417,1269,16,win,2025-04-07,2
8713,417,1269,17,quit,2025-04-07,1
8714,420,1270,58,lose,2025-04-07,2
8715,420,1270,58,lose,2025-04-07,3
8716,420,1270,58,win,2025-04-07,4
8717,420,1270,59,lose,2025-04-07,1
8718,420,1270,59,win,2025-04-07,2
8719,420,1270,60,win,2025-04-07,1
8720,420,1270,61,lose,2025-04-07,1
8721,420,1270,61,win,2025-04-07,2
8722,420,1270,62,lose,2025-04-07,1
8723,420,1270,62,win,2025-04-07,2
8724,420,1270,63,lose,2025-04-07,1
8725,420,1270,63,lose,2025-04-07,2
8726,420,1270,63,win,2025-04-07,3
8727,420,1270,64,lose,2025-04-07,1
8728,420,1270,64,win,2025-04-07,2
8729,420,1270,65,win,2025-04-07,1
8730,420,1270,66,win,2025-04-07,1
8731,420,1270,67,lose,2025-04-07,1
8732,420,1270,67,quit,2025-04-07,2
8733,420,1271,67,lose,2025-04-07,3
8734,420,1271,67,win,2025-04-07,4
8735,420,1271,68,lose,2025-04-07,1
8736,420,1271,68,win,2025-04-07,2
8737,420,1271,69,lose,2025-04-07,1
8738,420,1271,69,lose,2025-04-07,2
8739,420,1271,69,lose,2025-04-07,3
8740,420,1272,69,lose,2025-04-07,4
8741,420,1272,69,lose,2025-04-07,5
8742,420,1272,69,lose,2025-04-07,6
8743,420,1272,69,lose,2025-04-07,7
8744,420,1273,69,lose,2025-04-07,8
8745,420,1273,69,win,2025-04-07,9
8746,420,1273,70,win,2025-04-07,1
8747,420,1273,71,win,2025-04-07,1
8748,420,1273,72,win,2025-04-07,1
8749,420,1273,73,lose,2025-04-07,1
8750,420,1273,73,win,2025-04-07,2
8751,420,1273,74,quit,2025-04-07,1
8752,420,1274,74,win,2025-04-07,2
8753,420,1274,75,lose,2025-04-07,1
8754,420,1274,75,win,2025-04-07,2
8755,420,1274,76,win,2025-04-07,1
8756,420,1274,77,win,2025-04-07,1
8757,420,1274,78,lose,2025-04-07,1
8758,420,1274,78,lose,2025-04-07,2
8759,420,1274,78,win,2025-04-07,3
8760,420,1274,79,lose,2025-04-07,1
8761,420,1274,79,lose,2025-04-07,2
8762,420,1274,79,win,2025-04-07,3
8763,420,1274,80,win,2025-04-07,1
8764,420,1274,81,win,2025-04-07,1
8765,420,1274,82,quit,2025-04-07,1
8766,420,1275,82,win,2025-04-07,2
8767,420,1275,83,win,2025-04-07,1
8768,420,1275,84,win,2025-04-07,1
8769,420,1275,85,win,2025-04-07,1
8770,420,1275,86,lose,2025-04-07,1
8771,420,1275,86,win,2025-04-07,2
8772,420,1275,87,lose,2025-04-07,1
8773,420,1275,87,win,2025-04-07,2
8774,420,1275,88,lose,2025-04-07,1
8775,420,1275,88,lose,2025-04-07,2
8776,420,1275,88,win,2025-04-07,3
8777,420,1275,89,lose,2025-04-07,1
8778,420,1275,89,win,2025-04-07,2
8779,420,1275,90,lose,2025-04-07,1
8780,420,1275,90,win,2025-04-07,2
8781,420,1275,91,win,2025-04-07,1
8782,425,1276,23,win,2025-04-07,2
8783,425,1276,24,win,2025-04-07,1
8784,425,1276,25,win,2025-04-07,1
8785,425,1276,26,win,2025-04-07,1
8786,425,1276,27,win,2025-04-07,1
8787,425,1277,28,quit,2025-04-07,1
8788,432,1278,51,win,2025-04-07,2
8789,432,1278,52,win,2025-04-07,1
8790,432,1278,53,win,2025-04-07,1
8791,432,1278,54,lose,2025-04-07,1
8792,432,1278,54,quit,2025-04-07,2
8793,432,1279,54,lose,2025-04-07,3
8794,432,1279,54,win,2025-04-07,4
8795,432,1279,55,win,2025-04-07,1
8796,432,1279,56,win,2025-04-07,1
8797,432,1279,57,lose,2025-04-07,1
8798,432,1279,57,quit,2025-04-07,2
8799,432,1280,57,win,2025-04-07,3
8800,432,1280,58,win,2025-04-07,1
8801,432,1280,59,win,2025-04-07,1
8802,432,1280,60,lose,2025-04-07,1
8803,432,1280,60,lose,2025-04-07,2
8804,432,1281,60,win,2025-04-07,3
8805,432,1281,61,lose,2025-04-07,1
8806,432,1281,61,win,2025-04-07,2
8807,432,1281,62,win,2025-04-07,1
8808,432,1281,63,lose,2025-04-07,1
8809,432,1281,63,lose,2025-04-07,2
8810,432,1281,63,lose,2025-04-07,3
8811,432,1281,63,lose,2025-04-07,4
8812,432,1281,63,win,2025-04-07,5
8813,432,1281,64,lose,2025-04-07,1
8814,432,1281,64,win,2025-04-07,2
8815,432,1281,65,win,2025-04-07,1
8816,432,1281,66,win,2025-04-07,1
8817,432,1281,67,quit,2025-04-07,1
8818,438,1282,67,win,2025-04-07,3
8819,438,1282,68,win,2025-04-07,1
8820,438,1282,69,win,2025-04-07,1
8821,438,1282,70,lose,2025-04-07,1
8822,438,1282,70,win,2025-04-07,2
8823,438,1282,71,lose,2025-04-07,1
8824,438,1282,71,quit,2025-04-07,2
8825,438,1283,71,win,2025-04-07,3
8826,438,1283,72,lose,2025-04-07,1
8827,438,1283,72,win,2025-04-07,2
8828,438,1283,73,lose,2025-04-07,1
8829,438,1283,73,win,2025-04-07,2
8830,438,1283,74,lose,2025-04-07,1
8831,438,1283,74,win,2025-04-07,2
8832,438,1283,75,lose,2025-04-07,1
8833,438,1283,75,win,2025-04-07,2
8834,438,1283,76,win,2025-04-07,1
8835,438,1283,77,win,2025-04-07,1
8836,438,1283,78,win,2025-04-07,1
8837,438,1283,79,lose,2025-04-07,1
8838,438,1283,79,win,2025-04-07,2
8839,438,1283,80,win,2025-04-07,1
8840,438,1283,81,win,2025-04-07,1
8841,438,1283,82,lose,2025-04-07,1
8842,438,1283,82,win,2025-04-07,2
8843,438,1283,83,lose,2025-04-07,1
8844,438,1283,83,lose,2025-04-07,2
8845,438,1283,83,lose,2025-04-07,3
8846,438,1283,83,lose,2025-04-07,4
8847,438,1283,83,win,2025-04-07,5
8848,438,1283,84,win,2025-04-07,1
8849,438,1283,85,win,2025-04-07,1
8850,438,1284,86,lose,2025-04-07,1
8851,438,1284,86,win,2025-04-07,2
8852,438,1284,87,lose,2025-04-07,1
